full_name,age,league,season,position,Current Club,nationality,file_name,player_year_key,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur
Davy Klaassen,29,Eredivisie,2021/2022,Midfielder,Ajax,Netherlands,netherlands-eredivisie-players-2021-to-2022-stats.csv,davy-klaassen-2021/2022,1795.0,31.0,0.0,0.0,19.0,0.45,0.0,0.45,0.11,0.5,0.2,31.67,26.01,1.35,1.5,0.85,0.65,0.65,0.9,0.55,0.4,0.0,0.0,1.0,0.1,0.55,0.1,0.0,0.35,0.08,0.32,0.4,0.8,0.32,0.9,6.56,3.06,0.85,0.0,25.0,288.0,-1.0,3.0,6.84,0.13,0.55,0.0,3.33,0.42,72.73,0.0,82.12,56.67,0.0,0.0,30.0,1.97,46.56,0.0,0.0,1.0,0.0,0.0,13250000.0
Davy Klaassen,31,Eredivisie,2022/2023,Midfielder,Ajax,Netherlands,netherlands-eredivisie-players-2022-to-2023-stats.csv,davy-klaassen-2022/2023,2041.0,33.0,0.0,0.0,11.0,0.49,0.13,0.35,0.49,0.93,0.13,37.15,30.81,1.51,1.2,0.8,0.4,0.35,0.98,0.4,0.13,0.0,0.0,0.67,0.4,0.75,0.04,0.0,0.13,0.18,0.26,0.67,0.62,0.26,0.71,6.56,3.01,0.67,0.09,43.0,119.0,-1.0,7.0,6.97,0.16,0.47,0.0,3.38,0.28,33.33,0.0,82.94,66.67,0.0,1.0,29.63,2.12,45.95,40.0,0.0,0.0,0.0,1909319.0,7500000.0
Dayot Upamecano,24,Bundesliga,2021/2022,Defender,Bayern München,France,germany-bundesliga-players-2021-to-2022-stats.csv,dayot-upamecano-2021/2022,2210.0,28.0,0.0,0.0,8.0,0.29,0.24,0.04,0.0,1.02,0.16,91.99,82.88,2.69,0.37,0.08,0.28,1.3,0.49,0.65,0.45,0.0,0.0,0.49,0.41,2.77,0.0,0.0,0.04,0.33,0.04,0.45,1.14,0.04,2.52,9.89,6.1,0.28,0.0,240.0,54.0,16.0,12.0,7.16,0.07,0.25,0.0,9.0,0.25,68.75,0.0,90.09,22.22,0.0,0.0,11.11,5.36,61.73,0.0,0.0,0.0,0.0,0.0,48750000.0
Dayot Upamecano,25,Bundesliga,2022/2023,Defender,Bayern München,France,germany-bundesliga-players-2022-to-2023-stats.csv,dayot-upamecano-2022/2023,2349.0,29.0,0.0,0.0,8.0,0.04,0.04,0.0,0.0,0.96,0.31,86.75,78.67,2.47,0.19,0.04,0.15,0.97,0.27,0.54,0.35,0.0,0.0,0.62,0.23,2.71,0.0,0.0,0.04,0.18,0.01,0.5,1.12,0.01,1.86,9.12,5.18,0.46,0.08,317.0,218.0,12.0,25.0,6.87,0.1,0.41,0.0,0.0,0.14,64.29,0.0,90.69,20.0,0.0,0.0,0.0,4.62,56.78,66.67,0.0,0.0,0.0,11840400.0,60000000.0
Dean Henderson,26,Premier League,2022/2023,Goalkeeper,Nottingham Forest,England,england-premier-league-players-2022-to-2023-stats.csv,dean-henderson-2022/2023,1620.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.72,0.11,31.28,17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,4.78,0.0,0.0,1.11,0.0,0.44,0.0,0.04,0.0,0.06,0.06,0.0,0.06,0.17,0.11,0.0,0.0,328.0,327.0,146.0,25.0,6.81,0.0,0.0,3.06,0.0,0.0,0.0,63.95,57.19,0.0,40.0,0.0,0.0,0.11,66.67,0.0,0.0,0.0,0.0,5966854.0,15000000.0
Dean Huiberts,22,Eredivisie,2021/2022,Midfielder,PEC Zwolle,Netherlands,netherlands-eredivisie-players-2021-to-2022-stats.csv,dean-huiberts-2021/2022,1157.0,17.0,0.0,0.0,3.0,0.08,0.0,0.08,0.0,1.71,0.16,32.2,24.04,3.03,0.78,0.47,0.31,1.56,0.54,1.87,0.62,0.0,0.0,2.02,0.16,0.62,0.08,0.0,0.08,0.06,0.08,1.63,1.56,0.08,0.62,12.91,5.91,1.17,0.31,168.0,363.0,-1.0,10.0,6.72,0.35,0.88,0.0,10.0,0.24,33.33,0.0,74.64,60.0,0.0,1.0,10.0,4.47,45.78,66.67,0.0,0.0,0.0,0.0,475000.0
Dean James,23,Eredivisie,2022/2023,Defender,Volendam,Netherlands,netherlands-eredivisie-players-2022-to-2023-stats.csv,dean-james-2022/2023,430.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3,0.0,25.53,19.88,2.09,0.21,0.0,0.21,2.3,0.63,1.67,0.0,0.0,0.0,1.26,0.21,3.98,0.0,0.0,0.0,0.06,0.01,0.42,1.47,0.01,0.42,9.63,2.93,1.26,0.21,279.0,241.0,145.0,23.0,6.24,1.0,0.86,0.0,0.0,0.14,0.0,0.0,77.87,0.0,0.0,0.0,0.0,2.0,30.43,14.29,0.0,0.0,0.0,20000.0,250000.0
Declan Rice,24,Premier League,2021/2022,Midfielder,West Ham United,England,england-premier-league-players-2021-to-2022-stats.csv,declan-rice-2021/2022,3178.0,36.0,0.0,0.0,8.0,0.14,0.11,0.03,0.06,1.19,0.23,60.84,55.72,2.26,0.54,0.23,0.31,1.78,0.68,2.04,1.41,0.0,0.0,0.93,0.59,1.39,0.03,0.0,0.0,0.21,0.04,0.28,0.79,0.04,1.19,8.82,5.15,0.57,0.17,263.0,143.0,-1.0,15.0,7.24,0.83,0.56,0.0,19.0,0.31,69.44,0.0,91.59,42.11,0.0,0.0,5.26,5.06,58.33,20.0,0.0,0.0,0.0,0.0,80000000.0
Declan Rice,25,Premier League,2022/2023,Midfielder,West Ham United,England,england-premier-league-players-2022-to-2023-stats.csv,declan-rice-2022/2023,3272.0,37.0,0.0,1.0,9.0,0.14,0.03,0.11,0.12,1.32,0.14,55.86,49.42,2.14,0.73,0.25,0.48,1.74,1.01,1.41,0.9,0.0,0.0,0.51,0.42,1.38,0.03,0.0,0.03,0.15,0.07,0.31,0.62,0.09,1.04,7.46,4.39,0.73,0.28,163.0,248.0,-1.0,5.0,7.02,1.11,0.7,0.0,6.5,0.46,64.0,0.0,88.46,34.62,0.0,0.0,15.38,4.22,58.87,24.39,0.0,0.0,0.0,3584072.0,100000000.0
Dedryck Boyata,32,Bundesliga,2021/2022,Defender,Hertha BSC,Belgium,germany-bundesliga-players-2021-to-2022-stats.csv,dedryck-boyata-2021/2022,1900.0,23.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.85,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,364.0,129.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333333.3333333335
Deiver Machado,30,Ligue 1,2021/2022,Defender,Lens,Colombia,france-ligue-1-players-2021-to-2022-stats.csv,deiver-machado-2021/2022,511.0,22.0,0.0,0.0,6.0,0.18,0.18,0.0,0.0,1.06,0.18,33.64,28.53,2.82,0.18,0.0,0.18,0.7,1.23,2.82,1.41,0.0,0.0,0.18,0.18,1.76,0.0,0.0,0.35,0.2,0.01,1.94,0.7,0.01,1.06,11.45,7.22,1.59,0.7,336.0,77.0,56.0,19.0,5.41,0.77,0.41,0.0,0.0,0.05,50.0,0.0,84.82,0.0,0.0,0.0,0.0,1.86,63.08,23.53,0.0,0.0,0.0,0.0,2333333.3333333335
Deiver Machado,30,Ligue 1,2022/2023,Defender,Lens,Colombia,france-ligue-1-players-2022-to-2023-stats.csv,deiver-machado-2022/2023,2230.0,33.0,0.0,0.0,12.0,0.28,0.12,0.16,0.15,0.97,0.28,26.97,23.3,1.9,0.52,0.28,0.24,0.85,0.81,1.45,0.57,0.0,0.0,0.48,0.16,0.89,0.0,0.0,0.24,0.15,0.12,1.86,1.7,0.12,0.65,9.61,4.93,0.57,0.57,127.0,122.0,37.0,8.0,6.8,1.82,0.42,0.0,3.25,0.18,38.89,0.0,86.38,53.85,0.0,1.0,30.77,3.7,51.26,23.33,0.0,0.0,0.0,567000.0,4000000.0
Dejan Kulusevski,23,Premier League,2021/2022,Midfielder,Tottenham Hotspur,Sweden,england-premier-league-players-2021-to-2022-stats.csv,dejan-kulusevski-2021/2022,1267.0,18.0,0.0,0.0,8.0,0.92,0.57,0.36,0.6,0.64,0.21,32.22,27.83,1.35,1.06,0.71,0.35,0.92,1.77,3.12,1.77,0.0,0.0,1.2,0.0,0.14,0.0,0.0,0.28,0.46,0.26,1.06,1.42,0.26,0.21,10.13,4.39,1.27,0.5,40.0,3.0,-1.0,3.0,7.27,1.39,1.0,0.0,3.0,0.28,56.82,0.0,86.37,66.67,0.0,0.0,33.33,3.44,43.36,28.0,0.0,1.0,0.0,0.0,43750000.0
Dejan Kulusevski,23,Premier League,2022/2023,Midfielder,Tottenham Hotspur,Sweden,england-premier-league-players-2022-to-2023-stats.csv,dejan-kulusevski-2022/2023,2078.0,30.0,0.0,0.0,7.0,0.39,0.3,0.09,0.08,1.6,0.09,29.42,24.38,1.62,0.9,0.4,0.49,0.49,1.98,4.32,2.02,0.0,0.0,1.17,0.0,0.31,0.0,0.0,0.13,0.34,0.09,1.08,1.48,0.09,0.18,12.28,4.86,2.29,0.72,180.0,21.0,-1.0,6.0,6.79,2.07,1.76,0.0,10.0,0.38,46.88,0.0,82.87,45.0,0.0,0.0,10.0,3.72,39.56,26.67,0.0,0.0,0.0,7916706.0,53333333.333333336
Dejan Kulusevski,23,Serie A,2020/2021,Midfielder,Juventus,Sweden,italy-serie-a-players-2020-to-2021-stats.csv,dejan-kulusevski-2020/2021,1918.0,35.0,0.0,0.0,7.0,0.33,0.14,0.19,0.09,0.94,0.33,32.83,26.73,1.55,0.75,0.33,0.42,0.42,2.49,3.38,2.02,0.0,0.0,1.32,0.0,0.09,0.0,0.0,0.19,0.23,0.13,1.36,1.93,0.13,0.52,13.53,5.45,2.11,0.89,117.0,121.0,-1.0,5.0,6.8,1.69,1.29,0.0,4.0,0.26,59.72,0.0,81.4,43.75,0.0,0.0,25.0,3.31,40.28,32.2,0.0,0.0,0.0,0.0,35000000.0
Dejan Kulusevski,23,Serie A,2021/2022,Midfielder,Juventus,Sweden,italy-serie-a-players-2021-to-2022-stats.csv,dejan-kulusevski-2021/2022,759.0,20.0,0.0,0.0,9.0,0.47,0.36,0.12,0.19,0.95,0.12,27.36,22.38,1.78,1.66,0.71,0.95,0.59,1.18,3.79,2.13,0.0,0.0,1.54,0.0,0.59,0.12,0.0,0.36,0.29,0.14,1.18,3.43,0.14,1.07,16.7,6.16,2.72,0.24,159.0,13.0,-1.0,11.0,6.25,0.4,1.15,0.0,14.0,0.4,56.25,0.0,81.82,42.86,0.0,0.0,7.14,2.6,36.88,25.0,0.0,0.0,0.0,0.0,43750000.0
Dejan Ljubicic,26,Bundesliga,2021/2022,Midfielder,Köln,Austria,germany-bundesliga-players-2021-to-2022-stats.csv,dejan-ljubicic-2021/2022,1975.0,30.0,0.0,0.0,3.0,0.18,0.05,0.14,0.09,1.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,201.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8666666.666666666
Dejan Ljubicic,26,Bundesliga,2022/2023,Midfielder,Köln,Austria,germany-bundesliga-players-2022-to-2023-stats.csv,dejan-ljubicic-2022/2023,1719.0,27.0,1.0,0.0,5.0,0.31,0.05,0.26,0.1,1.36,0.16,29.11,22.3,1.31,1.47,0.79,0.68,0.37,1.41,2.3,0.99,0.0,0.0,1.31,0.05,0.31,0.05,0.0,0.26,0.14,0.18,0.63,1.36,0.21,0.58,9.32,3.51,0.84,0.42,79.0,207.0,-1.0,5.0,6.73,1.56,0.59,0.0,5.6,0.48,43.18,0.0,76.62,53.57,0.0,0.0,17.86,2.48,37.64,19.05,0.0,0.0,0.0,676000.0,10000000.0
Dejan Lovren,34,Ligue 1,2022/2023,Defender,Olympique Lyonnais,Croatia,france-ligue-1-players-2022-to-2023-stats.csv,dejan-lovren-2022/2023,1462.0,17.0,0.0,0.0,5.0,0.06,0.0,0.06,0.0,1.17,0.12,67.41,59.4,1.54,0.37,0.18,0.18,1.48,0.12,0.18,0.06,0.0,0.0,0.55,0.55,3.94,0.0,0.0,0.0,0.15,0.05,0.86,0.68,0.05,2.89,7.94,5.36,0.12,0.0,211.0,290.0,68.0,9.0,6.99,0.35,0.12,0.0,6.0,0.18,33.33,0.0,88.13,50.0,0.0,0.0,16.67,5.12,67.44,0.0,0.0,0.0,0.0,0.0,2500000.0
Delano Burgzorg,24,Eredivisie,2021/2022,Forward,Heracles,Netherlands,netherlands-eredivisie-players-2021-to-2022-stats.csv,delano-burgzorg-2021/2022,1151.0,17.0,0.0,0.0,3.0,0.31,0.0,0.31,0.16,1.25,0.23,20.8,16.81,1.41,1.64,1.33,0.31,0.55,1.17,2.97,1.88,0.0,0.0,0.7,0.08,0.31,0.0,0.0,0.7,0.07,0.26,1.33,1.09,0.26,0.55,11.1,5.16,1.72,0.0,56.0,284.0,-1.0,3.0,6.78,0.06,1.29,0.0,5.25,0.24,63.16,0.0,80.83,80.95,0.0,1.0,19.05,3.88,46.48,0.0,0.0,0.0,0.0,0.0,1583333.3333333333
Dele Alli,27,Premier League,2021/2022,Midfielder,Everton,England,england-premier-league-players-2021-to-2022-stats.csv,dele-alli-2021/2022,987.0,21.0,1.0,0.0,5.0,0.09,0.0,0.09,0.19,1.91,0.36,32.59,24.91,1.79,0.45,0.27,0.18,1.07,0.89,3.66,1.52,0.0,0.0,1.43,0.62,2.05,0.0,0.0,0.36,0.09,0.01,1.61,1.88,0.07,1.43,15.71,6.34,2.23,0.18,181.0,397.0,-1.0,16.0,5.97,0.29,1.19,0.0,5.0,0.1,41.46,0.0,76.44,60.0,0.0,1.0,20.0,3.38,40.34,33.33,0.0,0.0,0.0,0.0,17333333.333333332
Demarai Gray,27,Premier League,2021/2022,Forward,Everton,England,england-premier-league-players-2021-to-2022-stats.csv,demarai-gray-2021/2022,2352.0,34.0,0.0,0.0,7.0,0.34,0.15,0.19,0.16,1.45,0.11,23.92,19.45,1.14,1.44,0.64,0.79,0.57,1.59,4.01,2.08,0.0,0.0,0.45,0.08,0.49,0.04,0.0,0.11,0.19,0.17,1.21,0.45,0.17,0.15,9.88,4.58,1.36,1.29,110.0,90.0,-1.0,2.0,6.99,3.79,1.06,0.0,7.6,0.62,51.89,0.0,81.33,44.74,0.0,0.0,13.16,3.56,46.36,26.36,0.0,0.0,0.0,0.0,21000000.0
Demarai Gray,27,Premier League,2022/2023,Forward,Everton,England,england-premier-league-players-2022-to-2023-stats.csv,demarai-gray-2022/2023,2510.0,33.0,2.0,0.0,7.0,0.18,0.04,0.14,0.14,1.36,0.11,23.68,19.29,1.15,1.34,0.86,0.48,0.45,1.34,2.64,1.12,0.0,0.0,0.41,0.11,0.59,0.0,0.0,0.45,0.12,0.1,1.9,0.78,0.15,0.45,11.08,4.61,2.27,1.34,144.0,232.0,-1.0,3.0,6.94,5.38,1.91,0.0,9.0,0.41,42.25,0.0,81.48,63.89,0.0,0.0,11.11,3.88,41.61,20.93,0.0,0.0,0.0,2498558.0,16000000.0
Demba Seck,23,Serie A,2022/2023,Forward,Torino,Senegal,italy-serie-a-players-2022-to-2023-stats.csv,demba-seck-2022/2023,513.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.88,0.0,27.54,22.11,0.88,1.23,0.53,0.7,0.18,1.05,4.04,2.28,0.0,0.0,0.0,0.18,0.18,0.35,0.0,0.88,0.09,0.04,3.16,1.4,0.04,1.23,14.39,7.54,2.46,0.0,329.0,322.0,-1.0,21.0,5.91,0.37,0.74,0.0,0.0,0.21,56.52,0.0,80.25,42.86,0.0,0.0,0.0,2.26,52.44,0.0,0.0,0.0,0.0,565456.0,2700000.0
Denis Bouanga,28,Ligue 1,2021/2022,Midfielder,Saint-Étienne,Gabon,france-ligue-1-players-2021-to-2022-stats.csv,denis-bouanga-2021/2022,2446.0,34.0,0.0,0.0,3.0,0.55,0.22,0.33,0.44,2.24,0.22,25.31,18.14,1.66,2.39,1.14,1.25,0.29,1.21,4.42,2.02,0.0,0.0,1.51,0.0,1.21,0.11,0.0,0.18,0.21,0.29,1.77,1.84,0.29,2.5,19.32,7.91,2.35,0.48,56.0,53.0,-1.0,2.0,6.65,1.97,1.88,0.0,7.22,1.0,45.83,0.0,71.66,47.69,0.0,0.0,13.85,6.32,40.95,19.4,0.0,0.0,0.0,0.0,7333333.333333333
Denis Cheryshev,32,La Liga,2020/2021,Midfielder,Valencia CF,Russia,spain-la-liga-players-2020-to-2021-stats.csv,denis-cheryshev-2020/2021,1104.0,21.0,0.0,0.0,3.0,0.24,0.24,0.0,0.0,1.71,0.24,22.15,14.82,1.55,1.47,0.49,0.98,0.98,1.3,1.63,0.65,0.0,0.0,1.63,0.0,1.14,0.0,0.0,0.24,0.22,0.06,1.14,2.12,0.06,1.06,11.16,4.4,0.81,0.73,368.0,38.0,-1.0,25.0,6.78,2.38,0.48,0.0,0.0,0.57,40.0,0.0,66.91,33.33,0.0,0.0,0.0,2.57,39.42,18.0,0.0,0.0,0.0,0.0,3500000.0
Denis Cheryshev,32,La Liga,2021/2022,Midfielder,Valencia CF,Russia,spain-la-liga-players-2021-to-2022-stats.csv,denis-cheryshev-2021/2022,556.0,17.0,0.0,0.0,5.0,0.16,0.16,0.0,0.0,1.13,0.16,22.82,16.03,2.27,1.13,0.81,0.32,1.46,0.49,1.78,0.97,0.0,0.0,1.46,0.16,1.46,0.0,0.0,0.65,0.14,0.06,1.13,2.43,0.06,0.81,12.3,5.18,0.49,0.49,371.0,86.0,-1.0,28.0,6.25,1.59,0.18,0.0,0.0,0.12,54.55,0.0,70.21,71.43,0.0,1.0,0.0,1.88,42.11,11.11,0.0,0.0,0.0,0.0,1933333.3333333333
Denis Genreau,24,Ligue 1,2022/2023,Midfielder,Toulouse,Australia,france-ligue-1-players-2022-to-2023-stats.csv,denis-genreau-2022/2023,651.0,20.0,0.0,0.0,5.0,0.14,0.14,0.0,0.0,0.55,0.28,42.44,33.46,4.84,0.69,0.28,0.41,0.97,0.83,3.04,1.11,0.0,0.0,2.21,0.14,1.11,0.14,0.0,0.41,0.18,0.03,0.55,1.24,0.03,0.69,15.21,7.19,0.83,0.41,322.0,92.0,-1.0,25.0,6.33,0.85,0.3,0.0,0.0,0.15,36.36,0.0,78.83,40.0,0.0,0.0,0.0,2.6,47.27,17.65,0.0,0.0,0.0,180000.0,1833333.3333333333
Denis Huseinbasic,22,Bundesliga,2022/2023,Midfielder,Köln,Germany,germany-bundesliga-players-2022-to-2023-stats.csv,denis-huseinbasic-2022/2023,780.0,24.0,0.0,0.0,3.0,0.58,0.12,0.46,0.37,1.62,0.35,31.08,24.26,2.43,0.69,0.46,0.23,0.35,0.58,1.73,0.46,0.0,0.0,1.39,0.23,0.46,0.0,0.0,0.0,0.14,0.31,0.81,1.5,0.31,0.81,12.13,4.51,2.08,0.12,26.0,129.0,-1.0,6.0,6.31,0.5,0.75,0.0,1.5,0.08,26.67,0.0,78.07,66.67,0.0,0.0,66.67,1.62,37.14,8.33,0.0,0.0,0.0,263120.0,4833333.333333333
Denis Suárez,29,La Liga,2020/2021,Midfielder,Celta de Vigo,Spain,spain-la-liga-players-2020-to-2021-stats.csv,denis-suarez-2020/2021,2863.0,35.0,0.0,0.0,7.0,0.28,0.28,0.0,0.0,1.45,0.31,59.79,50.52,2.01,0.38,0.09,0.28,0.69,1.48,1.82,1.13,0.0,0.0,2.14,0.0,0.44,0.0,0.0,0.0,0.32,0.01,1.26,1.41,0.01,0.47,10.31,4.81,0.79,1.04,351.0,24.0,-1.0,20.0,6.94,3.4,0.71,0.0,0.0,0.26,62.07,0.0,84.49,25.0,0.0,0.0,0.0,4.37,46.65,27.73,0.0,0.0,0.0,0.0,10666666.666666666
Denis Suárez,29,La Liga,2021/2022,Midfielder,Celta de Vigo,Spain,spain-la-liga-players-2021-to-2022-stats.csv,denis-suarez-2021/2022,2835.0,38.0,0.0,0.0,14.0,0.32,0.19,0.13,0.0,1.14,0.13,60.48,50.63,1.94,0.38,0.25,0.13,0.51,1.49,2.57,1.3,0.0,0.0,1.81,0.13,0.29,0.0,0.0,0.03,0.27,0.09,1.24,1.49,0.09,0.44,10.67,4.89,0.54,1.02,143.0,65.0,-1.0,3.0,7.03,3.39,0.45,0.0,3.0,0.11,50.62,0.0,83.73,66.67,0.0,0.0,33.33,4.05,45.83,24.81,0.0,0.0,0.0,0.0,6666666.666666667
Denis Suárez,30,La Liga,2022/2023,Midfielder,RCD Espanyol,Spain,spain-la-liga-players-2022-to-2023-stats.csv,denis-suarez-2022/2023,948.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.09,0.19,39.62,30.62,2.64,0.29,0.29,0.0,0.59,1.57,2.54,1.57,0.0,0.0,3.03,0.1,0.29,0.0,0.0,0.1,0.12,0.02,1.37,1.57,0.02,0.29,13.7,5.87,1.08,1.27,265.0,308.0,-1.0,15.0,6.63,2.17,0.61,0.0,0.0,0.0,61.54,0.0,77.28,100.0,0.0,0.0,0.0,3.33,42.86,33.33,0.0,0.0,0.0,0.0,3166666.6666666665
Denis Vavro,27,La Liga,2020/2021,Defender,SD Huesca,Slovakia,spain-la-liga-players-2020-to-2021-stats.csv,denis-vavro-2020/2021,616.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.58,0.15,46.17,35.36,1.17,0.73,0.29,0.44,1.61,0.15,0.15,0.0,0.0,0.0,0.58,0.0,2.78,0.29,0.0,0.0,0.07,0.03,0.58,1.31,0.03,1.61,6.43,3.36,0.0,0.0,268.0,256.0,8.0,27.0,6.07,0.27,0.0,0.0,0.0,0.27,0.0,0.0,76.58,40.0,0.0,0.0,0.0,2.09,52.27,0.0,0.0,0.0,0.0,0.0,3500000.0
Denis Will Poha,26,Liga NOS,2020/2021,Midfielder,Portimonense,France,portugal-liga-nos-players-2020-to-2021-stats.csv,denis-will-poha-2020/2021,631.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.14,57.44,49.91,1.71,0.43,0.0,0.43,1.42,0.85,0.43,0.14,0.0,0.0,1.0,0.0,0.71,0.0,0.0,0.0,0.15,0.01,0.85,1.56,0.01,1.56,8.25,4.27,0.14,1.14,323.0,325.0,-1.0,18.0,6.03,1.53,0.06,0.0,0.0,0.18,33.33,0.0,86.88,0.0,0.0,0.0,0.0,1.76,51.72,30.77,0.0,0.0,0.0,0.0,600000.0
Denis Zakaria,26,Bundesliga,2021/2022,Midfielder,Borussia M'gladbach,Switzerland,germany-bundesliga-players-2021-to-2022-stats.csv,denis-zakaria-2021/2022,1394.0,16.0,0.0,0.0,2.0,0.19,0.06,0.13,0.0,1.48,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,187.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23500000.0
Denis Zakaria,26,Serie A,2021/2022,Midfielder,Juventus,Switzerland,italy-serie-a-players-2021-to-2022-stats.csv,denis-zakaria-2021/2022,596.0,9.0,0.0,0.0,1.0,0.3,0.15,0.15,0.0,0.91,0.15,24.31,19.48,1.66,1.06,0.6,0.45,1.66,0.45,0.76,0.15,0.0,0.0,1.21,0.45,0.91,0.15,0.0,0.0,0.14,0.13,0.6,1.66,0.13,0.3,8.46,2.72,1.06,0.0,134.0,106.0,-1.0,13.0,6.6,0.56,0.78,0.0,7.0,0.33,20.0,0.0,80.12,57.14,0.0,0.0,14.29,2.0,32.14,0.0,0.0,0.0,0.0,0.0,23500000.0
Denis Zakaria,27,Premier League,2022/2023,Midfielder,Chelsea,Switzerland,england-premier-league-players-2022-to-2023-stats.csv,denis-zakaria-2022/2023,413.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.09,0.0,37.89,33.61,1.13,0.23,0.0,0.23,0.68,0.23,1.58,1.13,0.0,0.0,1.13,0.23,1.8,0.0,0.0,0.0,0.08,0.01,0.45,1.13,0.01,0.0,7.44,2.71,1.8,0.0,312.0,256.0,-1.0,21.0,6.52,0.17,1.33,0.0,0.0,0.17,71.43,0.0,88.69,0.0,0.0,0.0,0.0,2.0,36.36,0.0,0.0,0.0,0.0,0.0,20000000.0
Deniz Undav,27,Premier League,2022/2023,Forward,Brighton & Hove Albion,Germany,england-premier-league-players-2022-to-2023-stats.csv,deniz-undav-2022/2023,618.0,22.0,0.0,0.0,6.0,0.73,0.0,0.73,0.89,1.17,0.29,23.3,17.33,1.02,2.77,1.75,1.02,0.15,1.17,0.73,0.44,0.0,0.0,0.87,0.15,0.15,0.29,0.0,1.02,0.09,0.57,0.58,2.33,0.57,0.73,8.16,2.77,1.02,0.0,5.0,399.0,-1.0,7.0,6.14,0.05,0.32,0.0,3.8,0.32,60.0,0.0,74.38,63.16,0.0,0.0,26.32,0.86,33.93,0.0,0.0,1.0,0.0,1428024.0,13500000.0
Dennis Appiah,31,Ligue 1,2021/2022,Defender,Nantes,France,france-ligue-1-players-2021-to-2022-stats.csv,dennis-appiah-2021/2022,2093.0,32.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.16,0.17,35.62,27.4,2.37,0.04,0.0,0.04,1.16,0.13,1.29,0.6,0.0,0.0,0.82,0.52,2.97,0.0,0.0,0.09,0.07,0.0,0.17,1.68,0.0,1.29,9.42,4.43,0.22,0.34,363.0,362.0,78.0,25.0,6.49,1.19,0.16,0.0,0.0,0.03,46.67,0.0,76.93,0.0,0.0,0.0,0.0,3.22,47.03,21.05,0.0,0.0,0.0,0.0,1750000.0
