full_name,age,league,season,position,Current Club,nationality,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur,agg_labels,Position Clusters
Adrián Embarba,31,La Liga,2022/2023,Forward,Almería,Spain,1512.0,30.0,1.0,0.0,4.0,0.42,0.18,0.24,0.34,1.55,0.3,25.3,18.93,2.98,2.32,1.19,1.13,0.48,1.79,6.13,2.74,0.0,0.0,1.25,0.0,0.36,0.12,0.0,0.48,0.24,0.19,1.85,1.37,0.24,0.48,17.8,8.04,1.85,2.14,79.0,67.0,-1.0,3.0,6.97,4.27,1.03,0.0,9.75,0.63,44.66,0.0,74.82,51.28,0.0,0.0,10.26,4.5,45.15,28.12,0.0,1.0,0.0,660000.0,2500000.0,1,Attacker / Winger
Adrián Marín,27,Liga NOS,2022/2023,Defender,Gil Vicente,Spain,2573.0,31.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.19,0.21,43.9,32.88,2.13,0.14,0.0,0.14,1.08,0.91,1.43,0.73,0.0,0.0,0.63,0.17,2.41,0.03,0.0,0.03,0.1,0.0,0.38,1.22,0.0,1.47,8.81,4.72,0.38,0.45,246.0,240.0,96.0,20.0,6.8,2.48,0.35,0.0,0.0,0.13,51.22,0.0,74.9,0.0,0.0,0.0,0.0,4.35,53.57,16.88,0.0,0.0,0.0,150000.0,1500000.0,2,Central Midfielders
Afonso Freitas,23,Liga NOS,2022/2023,Defender,Vitória Guimarães,Portugal,1941.0,26.0,0.0,0.0,10.0,0.14,0.09,0.05,0.0,1.02,0.32,29.1,21.68,1.3,0.37,0.19,0.19,0.84,0.84,0.7,0.28,0.0,0.0,0.51,0.37,2.04,0.0,0.0,0.09,0.13,0.04,1.11,1.39,0.04,1.44,7.71,4.08,0.14,0.42,214.0,144.0,72.0,12.0,6.71,1.58,0.12,0.0,8.0,0.15,40.0,0.0,74.48,50.0,0.0,0.0,12.5,3.38,53.01,21.95,0.0,0.0,0.0,105300.0,1333333.3333333333,0,Defensive Midfielders
Afonso Taira,31,Liga NOS,2022/2023,Midfielder,Casa Pia,Portugal,2116.0,32.0,0.0,0.0,10.0,0.04,0.04,0.0,0.0,1.15,0.38,42.47,32.17,4.04,0.43,0.09,0.34,1.4,1.15,2.0,0.89,0.0,0.0,1.7,0.17,1.11,0.04,0.0,0.0,0.14,0.01,1.32,2.26,0.01,1.02,13.62,7.28,0.47,0.13,328.0,206.0,-1.0,29.0,6.85,0.31,0.34,0.0,0.0,0.25,44.68,0.0,75.75,20.0,0.0,0.0,0.0,5.34,53.44,30.0,0.0,0.0,0.0,90000.0,500000.0,2,Central Midfielders
Agustín Marchesín,35,La Liga,2022/2023,Goalkeeper,Celta de Vigo,Argentina,1710.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.37,0.16,29.21,19.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,3.84,0.05,0.0,0.63,0.0,0.26,0.0,0.04,0.0,0.21,0.0,0.0,0.16,0.42,0.37,0.0,0.0,350.0,351.0,134.0,16.0,6.79,0.0,0.0,2.32,0.0,0.0,0.0,60.27,67.39,0.0,31.0,0.0,0.0,0.37,87.5,0.0,0.0,0.0,0.0,1680000.0,1750000.0,4,Goalkeepers
Ahmed El Messaoudi,28,Eredivisie,2022/2023,Defender,Emmen,Morocco,1410.0,25.0,0.0,0.0,5.0,0.13,0.0,0.13,0.13,1.91,0.0,37.4,30.13,1.47,1.21,0.64,0.57,0.57,1.02,2.94,1.79,0.0,0.0,0.77,0.38,0.96,0.0,0.0,0.13,0.1,0.13,1.91,0.96,0.13,1.72,12.83,6.89,1.79,0.26,130.0,239.0,123.0,4.0,6.69,0.32,1.12,0.0,9.5,0.36,60.87,0.0,80.55,52.63,0.0,0.0,10.53,4.32,53.73,50.0,0.0,0.0,0.0,234000.0,600000.0,0,Defensive Midfielders
Aihen Muñoz,26,La Liga,2022/2023,Defender,Real Sociedad,Spain,1757.0,23.0,0.0,0.0,10.0,0.05,0.05,0.0,0.0,1.08,0.1,40.44,32.39,2.0,0.15,0.05,0.1,0.46,0.72,1.74,0.92,0.0,0.0,1.13,0.26,1.54,0.05,0.0,0.0,0.12,0.01,0.82,1.49,0.01,1.18,10.4,4.87,0.97,0.72,416.0,227.0,84.0,27.0,6.66,2.39,0.83,0.0,0.0,0.09,52.94,0.0,80.1,33.33,0.0,0.0,0.0,4.13,46.8,25.45,0.0,0.0,0.0,990000.0,7000000.0,2,Central Midfielders
Aimar Oroz,22,La Liga,2022/2023,Midfielder,CA Osasuna,Spain,2023.0,31.0,1.0,0.0,8.0,0.4,0.27,0.13,0.0,0.93,0.27,35.8,28.63,1.07,0.85,0.36,0.49,1.11,1.51,2.05,1.16,0.0,0.0,0.89,0.04,0.18,0.04,0.0,0.09,0.27,0.08,2.72,1.6,0.11,0.71,13.09,5.66,2.4,0.0,142.0,19.0,-1.0,4.0,6.77,0.19,1.74,0.0,6.33,0.35,56.52,0.0,79.98,42.11,0.0,0.0,15.79,4.1,43.2,0.0,0.0,0.0,0.0,360000.0,15000000.0,1,Attacker / Winger
Ainsley Maitland-Niles,26,Premier League,2022/2023,Midfielder,Southampton,England,1404.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.92,0.19,38.52,31.12,2.74,0.07,0.07,0.0,1.1,0.62,1.3,1.03,0.0,0.0,1.03,0.41,2.54,0.0,0.0,0.0,0.08,0.0,0.55,0.75,0.0,0.82,8.57,5.14,0.69,0.34,287.0,255.0,-1.0,25.0,6.66,0.71,0.48,0.0,0.0,0.0,78.95,0.0,80.78,100.0,0.0,1.0,0.0,3.57,60.0,33.33,0.0,0.0,0.0,4047192.0,6333333.333333333,2,Central Midfielders
Aitor Fernández,32,La Liga,2022/2023,Goalkeeper,CA Osasuna,Spain,1890.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.81,0.05,33.33,20.43,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.81,3.71,0.0,0.0,1.38,0.0,0.57,0.0,0.05,0.0,0.0,0.0,0.0,0.14,0.29,0.19,0.0,0.0,356.0,356.0,30.0,17.0,7.06,0.0,0.0,2.81,0.0,0.0,0.0,75.64,61.29,0.0,38.0,0.0,0.0,0.19,66.67,0.0,0.0,0.0,0.0,0.0,2833333.3333333335,4,Goalkeepers
Aitor Paredes,23,La Liga,2022/2023,Defender,Athletic Club Bilbao,Spain,853.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.48,0.32,53.39,47.8,0.74,0.63,0.32,0.32,1.48,0.32,0.11,0.0,0.0,0.0,0.53,0.74,2.74,0.0,0.0,0.0,0.11,0.03,0.21,1.27,0.03,2.43,5.8,3.38,0.0,0.0,444.0,433.0,148.0,20.0,5.01,0.12,0.0,0.0,0.0,0.19,0.0,0.0,89.53,50.0,0.0,0.0,0.0,2.0,58.18,0.0,0.0,0.0,0.0,172100.0,6250000.0,3,Centre Backs
Aitor Ruibal,27,La Liga,2022/2023,Defender,Real Betis,Spain,1451.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.74,0.37,40.66,31.78,2.92,0.68,0.37,0.31,1.49,0.93,3.72,1.86,0.0,0.0,1.61,0.12,2.05,0.0,0.0,0.19,0.09,0.03,1.06,1.37,0.03,0.81,13.34,6.64,0.93,0.37,409.0,408.0,20.0,28.0,6.45,1.23,0.58,0.0,0.0,0.19,50.0,0.0,78.17,54.55,0.0,0.0,0.0,4.12,49.77,18.75,0.0,0.0,0.0,440000.0,5000000.0,2,Central Midfielders
Akim Zedadka,28,Ligue 1,2022/2023,Defender,Auxerre,France,1955.0,28.0,0.0,0.0,6.0,0.05,0.0,0.05,0.0,1.38,0.28,33.05,26.56,1.84,0.32,0.05,0.28,1.2,0.87,1.75,0.46,0.0,0.0,0.74,0.14,1.75,0.0,0.0,0.05,0.1,0.04,1.66,1.34,0.04,1.38,10.63,5.34,0.83,0.69,221.0,336.0,108.0,11.0,6.62,1.68,0.64,0.0,7.0,0.21,26.32,0.0,80.36,14.29,0.0,0.0,14.29,4.14,50.22,31.91,0.0,0.0,0.0,785000.0,2500000.0,2,Central Midfielders
Al-Musrati,27,Liga NOS,2022/2023,Midfielder,Sporting Braga,Libya,2320.0,28.0,0.0,0.0,16.0,0.19,0.08,0.12,0.23,0.78,0.31,61.53,51.87,2.44,0.81,0.39,0.43,2.17,0.85,0.47,0.31,0.0,0.0,1.28,0.5,0.97,0.0,0.0,0.0,0.17,0.1,0.7,1.51,0.1,1.47,9.58,4.93,0.74,0.0,138.0,160.0,-1.0,7.0,7.25,0.25,0.68,0.0,7.0,0.39,66.67,0.0,84.3,47.62,0.0,0.0,14.29,4.54,51.42,0.0,0.0,0.0,0.0,452047.0,16000000.0,0,Defensive Midfielders
Alan Ruiz,30,Liga NOS,2022/2023,Midfielder,FC Arouca,Argentina,2511.0,31.0,0.0,0.0,13.0,0.18,0.07,0.11,0.08,1.08,0.36,45.43,36.47,1.36,1.76,0.68,1.08,0.39,1.4,2.94,1.69,0.0,0.0,0.86,0.14,0.75,0.0,0.0,0.14,0.2,0.13,2.58,2.19,0.13,2.55,16.31,8.18,1.43,0.47,144.0,166.0,-1.0,6.0,7.04,1.87,1.29,0.0,16.33,0.97,57.32,0.0,80.27,38.78,0.0,1.0,6.12,7.35,50.11,22.41,0.0,0.0,0.0,551476.0,766666.6666666666,1,Attacker / Winger
Alassane Pléa,30,Bundesliga,2022/2023,Forward,Borussia M'gladbach,France,1779.0,29.0,1.0,1.0,7.0,0.56,0.46,0.1,0.11,1.21,0.25,35.41,25.8,0.81,1.01,0.66,0.35,0.61,1.62,1.42,0.76,0.0,0.0,0.91,0.15,0.71,0.05,0.0,0.2,0.38,0.03,1.57,1.21,0.11,0.76,9.06,3.9,1.16,0.46,180.0,6.0,-1.0,6.0,6.81,1.62,0.79,0.0,10.0,0.24,53.57,0.0,72.86,65.0,0.0,0.0,10.0,2.66,43.02,19.15,0.0,0.0,0.0,3647800.0,8666666.666666666,1,Attacker / Winger
Alban Lafont,25,Ligue 1,2022/2023,Goalkeeper,Nantes,France,3330.0,37.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.35,0.05,26.62,17.08,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.03,3.57,5.03,0.03,0.0,1.3,0.0,0.78,0.0,0.03,0.0,0.08,0.03,0.0,0.19,0.43,0.3,0.0,0.0,422.0,409.0,102.0,25.0,7.01,0.0,0.0,3.57,0.0,0.0,33.33,70.97,64.16,0.0,81.0,0.0,0.0,0.3,68.75,0.0,0.0,0.0,0.0,1800000.0,15250000.0,4,Goalkeepers
Albert Sambi Lokonga,24,Premier League,2022/2023,Midfielder,Crystal Palace,Belgium,731.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.98,0.25,48.66,43.95,1.57,0.26,0.13,0.13,1.18,0.13,0.52,0.26,0.0,0.0,0.78,0.39,1.44,0.0,0.0,0.0,0.11,0.01,2.22,1.05,0.01,1.18,9.68,5.23,0.65,0.0,360.0,359.0,-1.0,16.0,5.78,0.0,0.36,0.0,0.0,0.07,50.0,0.0,90.32,50.0,0.0,0.0,0.0,2.86,54.05,0.0,0.0,0.0,0.0,3021192.0,13500000.0,2,Central Midfielders
Alberto Grassi,28,Serie A,2022/2023,Midfielder,Empoli,Italy,1190.0,25.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.21,0.23,42.2,34.56,2.12,0.53,0.23,0.3,1.82,0.45,0.53,0.23,0.0,0.0,0.61,0.98,3.33,0.0,0.0,0.0,0.09,0.02,0.98,1.66,0.02,1.89,9.61,5.22,0.91,0.0,284.0,291.0,-1.0,18.0,6.52,0.0,0.48,0.0,0.0,0.16,42.86,0.0,81.9,42.86,0.0,0.0,0.0,2.76,54.33,0.0,0.0,0.0,0.0,1853800.0,1900000.0,2,Central Midfielders
Alberto Moreno,31,La Liga,2022/2023,Defender,Villarreal,Spain,1297.0,24.0,0.0,0.0,6.0,0.07,0.07,0.0,0.0,0.97,0.49,41.77,35.46,1.8,0.83,0.28,0.56,1.46,0.83,0.97,0.42,0.0,0.0,0.9,0.07,1.6,0.0,0.0,0.21,0.14,0.03,0.62,1.8,0.03,0.83,7.98,3.68,0.42,0.69,280.0,204.0,55.0,21.0,6.74,1.5,0.25,0.0,0.0,0.33,42.86,0.0,84.88,33.33,0.0,0.0,0.0,2.21,46.09,27.78,0.0,0.0,0.0,0.0,1787500.0,2,Central Midfielders
Albin Ekdal,34,Serie A,2022/2023,Midfielder,Spezia,Sweden,1741.0,31.0,0.0,0.0,6.0,0.1,0.1,0.0,0.0,1.19,0.31,39.65,30.91,1.96,0.62,0.21,0.41,1.34,0.52,0.83,0.57,0.0,0.0,1.19,0.05,1.86,0.05,0.0,0.0,0.15,0.02,1.5,1.65,0.02,1.86,10.75,5.89,0.83,0.1,449.0,149.0,-1.0,30.0,6.61,0.13,0.52,0.0,0.0,0.26,68.75,0.0,77.97,33.33,0.0,0.0,0.0,3.68,54.81,50.0,0.0,0.0,0.0,300000.0,800000.0,2,Central Midfielders
Aleix García,26,La Liga,2022/2023,Midfielder,Girona FC,Spain,2340.0,30.0,0.0,0.0,3.0,0.23,0.19,0.04,0.08,1.42,0.04,55.75,49.63,1.38,1.0,0.54,0.46,1.15,2.58,0.77,0.46,0.0,0.0,0.58,0.31,1.08,0.08,0.0,0.04,0.32,0.07,1.15,0.5,0.07,0.58,5.77,3.58,0.54,2.65,248.0,54.0,-1.0,17.0,7.41,6.07,0.47,0.0,26.0,0.4,60.0,0.0,89.03,53.85,0.0,0.0,3.85,3.1,62.0,37.91,0.0,0.0,0.0,155000.0,13333333.333333334,0,Defensive Midfielders
Aleix Vidal,34,La Liga,2022/2023,Forward,RCD Espanyol,Spain,1020.0,25.0,0.0,0.0,5.0,0.26,0.26,0.0,0.0,1.41,0.88,26.29,20.65,0.97,0.26,0.18,0.09,1.15,1.24,1.32,0.44,0.0,0.0,1.24,0.18,1.15,0.0,0.0,0.09,0.25,0.01,1.5,2.03,0.01,0.26,8.56,3.18,0.79,0.71,270.0,23.0,-1.0,17.0,6.56,1.6,0.36,0.0,0.0,0.04,33.33,0.0,78.52,66.67,0.0,0.0,0.0,1.44,37.11,20.0,0.0,0.0,0.0,220000.0,1250000.0,2,Central Midfielders
Alejandro Balde,20,La Liga,2022/2023,Defender,FC Barcelona,Spain,2477.0,33.0,0.0,0.0,23.0,0.25,0.22,0.04,0.07,0.51,0.15,51.12,46.58,1.64,0.47,0.15,0.33,0.44,0.8,3.05,1.71,0.0,0.0,0.62,0.11,0.44,0.04,0.0,0.18,0.25,0.04,1.05,0.94,0.04,0.69,9.45,5.09,0.87,0.8,250.0,37.0,7.0,12.0,6.96,2.03,0.73,0.0,13.0,0.27,55.95,0.0,91.12,30.77,0.0,0.0,7.69,4.24,53.85,32.84,0.0,0.0,0.0,160000.0,43333333.333333336,0,Defensive Midfielders
Alejandro Catena,29,La Liga,2022/2023,Defender,Rayo Vallecano,Spain,3106.0,35.0,0.0,0.0,8.0,0.06,0.03,0.03,0.06,1.27,0.41,52.45,43.46,0.9,0.35,0.14,0.2,0.72,0.2,0.06,0.06,0.0,0.0,0.41,0.7,4.49,0.0,0.0,0.09,0.12,0.03,0.43,0.93,0.03,2.26,6.26,3.65,0.17,0.0,258.0,258.0,121.0,11.0,6.92,0.03,0.17,0.0,12.0,0.2,100.0,0.0,82.87,41.67,0.0,0.0,8.33,3.6,58.33,0.0,0.0,0.0,0.0,440000.0,6333333.333333333,3,Centre Backs
Alejandro Garnacho,19,Premier League,2022/2023,Forward,Manchester United,Argentina,561.0,19.0,0.0,0.0,8.0,0.8,0.32,0.48,0.79,1.93,0.48,31.39,25.49,0.87,2.95,1.73,1.21,0.52,0.52,6.24,1.73,0.0,0.0,1.21,0.0,0.35,0.52,0.0,0.52,0.27,0.42,1.39,1.39,0.42,0.52,15.26,4.51,1.91,0.0,24.0,18.0,-1.0,7.0,6.17,0.17,0.61,0.0,5.67,0.39,27.78,0.0,81.22,58.82,0.0,0.0,17.65,1.44,29.55,0.0,0.0,0.0,0.0,89418.0,26666666.666666668,8,Wingers
Alejandro Marqués,23,Liga NOS,2022/2023,Forward,GD Estoril Praia,Venezuela,654.0,15.0,0.0,0.0,4.0,0.41,0.0,0.41,0.0,0.55,0.14,12.31,8.92,0.77,1.23,0.46,0.77,0.46,0.15,2.31,1.23,0.0,0.0,0.77,0.46,0.92,0.0,0.0,0.0,0.02,0.3,1.69,2.77,0.3,2.15,16.31,5.85,1.23,0.0,24.0,261.0,-1.0,4.0,6.57,0.0,0.57,0.0,2.67,0.36,53.33,0.0,72.5,37.5,0.0,0.0,37.5,2.71,35.85,0.0,0.0,0.0,0.0,138498.0,566666.6666666666,1,Attacker / Winger
Alejandro Pozo,25,La Liga,2022/2023,Defender,Almería,Spain,1876.0,30.0,0.0,0.0,4.0,0.14,0.14,0.0,0.0,1.1,0.1,40.83,29.89,1.92,0.29,0.1,0.19,1.15,1.06,1.15,0.62,0.0,0.0,1.1,0.24,1.58,0.0,0.0,0.05,0.18,0.01,0.67,0.72,0.01,0.48,7.68,3.69,0.43,0.91,274.0,99.0,89.0,21.0,6.72,2.4,0.3,0.0,0.0,0.13,54.17,0.0,73.21,33.33,0.0,0.0,0.0,2.57,48.12,26.39,0.0,0.0,0.0,720000.0,3000000.0,2,Central Midfielders
Aleksa Terzić,24,Serie A,2022/2023,Defender,Fiorentina,Serbia,925.0,22.0,0.0,0.0,5.0,0.19,0.1,0.1,0.0,0.58,0.19,51.92,44.71,1.66,0.68,0.19,0.49,0.49,2.63,2.34,1.56,0.0,0.0,0.88,0.29,1.46,0.0,0.0,0.29,0.26,0.08,1.17,0.39,0.08,0.78,8.57,5.16,0.68,3.12,179.0,148.0,4.0,13.0,6.92,3.64,0.32,0.0,7.0,0.23,66.67,0.0,86.12,28.57,0.0,0.0,14.29,2.41,60.23,40.0,0.0,0.0,0.0,388700.0,3000000.0,0,Defensive Midfielders
Aleksandar Mitrović,29,Premier League,2022/2023,Forward,Fulham,Serbia,2015.0,24.0,4.0,4.0,8.0,0.67,0.04,0.63,0.54,1.3,0.31,21.7,13.26,0.58,3.39,1.56,1.83,0.13,0.71,2.01,1.03,0.0,0.0,0.31,0.22,0.89,0.04,0.0,0.62,0.11,0.25,1.79,1.52,0.5,4.46,17.86,7.86,2.77,0.04,8.0,229.0,-1.0,1.0,7.08,0.17,2.58,0.0,5.43,1.71,51.11,0.0,61.11,46.05,0.0,2.0,18.42,7.33,44.0,25.0,0.0,2.0,0.0,3583914.0,28000000.0,6,Strikers
Aleksandr Golovin,27,Ligue 1,2022/2023,Midfielder,Monaco,Russia,2481.0,34.0,0.0,0.0,8.0,0.54,0.25,0.29,0.28,1.16,0.18,34.75,26.12,2.25,1.49,0.91,0.58,1.31,2.18,1.31,0.73,0.0,0.0,1.34,0.04,0.25,0.0,0.0,0.22,0.29,0.23,0.8,1.34,0.23,0.69,9.76,4.46,1.12,1.34,59.0,33.0,-1.0,3.0,7.26,3.32,0.91,0.0,5.12,0.47,55.56,0.0,75.16,60.98,0.0,0.0,19.51,3.62,45.72,32.74,0.0,0.0,0.0,3600000.0,28250000.0,1,Attacker / Winger
Aleksey Miranchuk,28,Serie A,2022/2023,Midfielder,Torino,Russia,2098.0,29.0,0.0,0.0,7.0,0.39,0.21,0.17,0.2,1.03,0.0,33.35,27.12,0.47,1.37,0.69,0.69,0.09,1.89,1.59,0.6,0.0,0.0,0.34,0.0,0.21,0.09,0.0,0.04,0.24,0.16,0.94,0.39,0.16,0.43,6.22,2.45,1.2,0.39,109.0,54.0,-1.0,4.0,6.98,1.03,0.97,0.0,8.0,0.55,37.84,0.0,81.34,50.0,0.0,1.0,12.5,1.97,39.31,30.0,0.0,0.0,0.0,2947590.0,10125000.0,1,Attacker / Winger
Alessandro Bastoni,24,Serie A,2022/2023,Defender,Inter Milan,Italy,2168.0,29.0,0.0,0.0,9.0,0.08,0.08,0.0,0.0,1.0,0.12,63.71,54.41,1.7,0.5,0.12,0.37,1.04,0.66,0.54,0.29,0.0,0.0,0.62,0.5,1.74,0.04,0.0,0.04,0.2,0.01,0.62,0.79,0.01,1.7,7.14,4.32,0.29,0.5,341.0,183.0,55.0,19.0,7.03,1.69,0.24,0.0,0.0,0.31,53.85,0.0,85.4,25.0,0.0,0.0,0.0,3.59,60.47,24.49,0.0,0.0,0.0,5322200.0,60000000.0,2,Central Midfielders
Alessandro Buongiorno,24,Serie A,2022/2023,Defender,Torino,Italy,2723.0,34.0,0.0,0.0,11.0,0.1,0.07,0.03,0.06,0.96,0.26,50.88,43.48,1.26,0.56,0.03,0.53,2.18,0.26,0.4,0.17,0.0,0.0,0.5,0.63,3.34,0.0,0.0,0.0,0.13,0.04,1.26,2.08,0.04,3.24,10.57,5.91,0.2,0.1,271.0,200.0,49.0,11.0,6.91,0.24,0.18,0.0,17.0,0.47,41.67,0.0,85.45,5.88,0.0,0.0,5.88,5.26,55.94,37.5,0.0,0.0,0.0,410000.0,15000000.0,3,Centre Backs
Alessandro Tuia,33,Serie A,2022/2023,Defender,Lecce,Italy,511.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.18,35.4,24.66,1.76,0.35,0.18,0.18,2.82,0.18,0.53,0.35,0.0,0.0,1.23,0.18,4.76,0.0,0.0,0.0,0.07,0.02,0.35,1.59,0.02,1.41,9.33,3.87,0.0,0.18,326.0,296.0,68.0,18.0,6.77,0.14,0.0,0.0,0.0,0.14,66.67,0.0,69.65,50.0,0.0,0.0,0.0,3.14,41.51,100.0,0.0,0.0,0.0,209300.0,400000.0,3,Centre Backs
Alessandro Zanoli,23,Serie A,2022/2023,Defender,Sampdoria,Italy,1548.0,23.0,0.0,0.0,3.0,0.23,0.12,0.12,0.0,1.69,0.17,33.6,26.8,1.34,0.7,0.47,0.23,0.76,0.76,2.21,1.57,0.0,0.0,0.58,0.87,2.09,0.0,0.0,0.0,0.15,0.1,0.58,0.23,0.1,0.58,7.15,4.07,0.58,0.64,150.0,125.0,173.0,6.0,6.73,1.52,0.43,0.0,6.0,0.17,71.05,0.0,79.76,66.67,0.0,0.0,16.67,3.04,56.91,31.43,0.0,0.0,0.0,151224.0,5666666.666666667,0,Defensive Midfielders
Alessio Romagnoli,29,Serie A,2022/2023,Defender,Lazio,Italy,2925.0,34.0,0.0,0.0,17.0,0.06,0.0,0.06,0.06,0.8,0.18,56.76,51.31,0.98,0.34,0.15,0.18,1.08,0.06,0.0,0.0,0.0,0.0,0.34,0.8,3.29,0.06,0.0,0.03,0.11,0.05,0.58,1.08,0.05,2.37,6.86,3.94,0.09,0.0,229.0,431.0,22.0,7.0,7.0,0.0,0.09,0.0,5.5,0.18,0.0,0.0,90.4,45.45,0.0,0.0,18.18,3.76,57.4,0.0,0.0,0.0,0.0,5681000.0,16500000.0,3,Centre Backs
Alex Bangura,24,Eredivisie,2022/2023,Forward,Cambuur,Netherlands,2452.0,29.0,0.0,0.0,5.0,0.15,0.11,0.04,0.08,1.87,0.26,38.36,30.28,1.54,0.26,0.07,0.18,0.81,0.62,1.1,0.84,0.0,0.0,0.48,0.26,1.43,0.0,0.0,0.0,0.15,0.03,2.17,1.25,0.03,0.22,7.6,4.77,0.44,0.37,225.0,143.0,-1.0,9.0,6.71,2.0,0.41,0.0,7.0,0.17,76.67,0.0,78.95,28.57,0.0,0.0,14.29,4.48,62.8,17.24,0.0,0.0,0.0,70000.0,900000.0,0,Defensive Midfielders
Alex Centelles,24,La Liga,2022/2023,Defender,Almería,Spain,1121.0,15.0,0.0,0.0,2.0,0.24,0.16,0.08,0.0,1.53,0.16,33.64,25.29,1.77,0.4,0.24,0.16,0.8,1.04,0.96,0.48,0.0,0.0,0.56,0.16,2.73,0.0,0.0,0.0,0.19,0.07,0.4,0.56,0.07,0.48,6.42,3.13,0.48,0.8,185.0,86.0,155.0,12.0,6.7,3.07,0.4,0.0,5.0,0.13,50.0,0.0,75.18,60.0,0.0,0.0,20.0,2.6,48.75,21.74,0.0,0.0,0.0,0.0,1350000.0,0,Defensive Midfielders
Alex Dobre,25,Liga NOS,2022/2023,Forward,Famalicão,Romania,944.0,17.0,0.0,0.0,4.0,0.48,0.29,0.19,0.5,1.05,0.29,22.43,16.29,2.2,1.92,0.86,1.05,0.29,1.82,2.4,1.15,0.0,0.0,1.34,0.1,0.96,0.1,0.0,0.1,0.27,0.19,0.86,0.96,0.19,0.77,10.83,4.98,0.38,0.58,101.0,25.0,-1.0,7.0,7.3,0.94,0.25,0.0,10.0,0.69,48.0,0.0,72.65,45.0,0.0,0.0,10.0,3.25,46.02,40.0,0.0,0.0,0.0,0.0,1350000.0,1,Attacker / Winger
Alex Ferrari,29,Serie A,2022/2023,Defender,Cremonese,Italy,1883.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.82,0.29,42.01,33.7,2.39,0.19,0.0,0.19,2.1,0.24,0.72,0.33,0.0,0.0,0.91,0.72,3.11,0.0,0.0,0.0,0.08,0.01,0.96,0.96,0.01,1.58,8.6,5.26,0.19,0.05,369.0,366.0,186.0,20.0,6.77,0.36,0.14,0.0,0.0,0.14,46.67,0.0,80.2,0.0,0.0,0.0,0.0,3.93,61.11,10.0,0.0,0.0,0.0,907346.0,1000000.0,3,Centre Backs
Alex Iwobi,27,Premier League,2022/2023,Forward,Everton,Nigeria,3382.0,38.0,0.0,0.0,9.0,0.24,0.19,0.05,0.05,1.46,0.05,36.47,28.79,1.86,0.79,0.38,0.41,0.66,1.7,2.71,1.34,0.0,0.0,0.82,0.05,0.77,0.03,0.0,0.11,0.23,0.07,0.41,0.49,0.07,0.27,8.23,3.88,1.07,0.79,227.0,67.0,-1.0,6.0,7.01,2.78,1.05,0.0,14.5,0.41,49.49,0.0,78.94,48.28,0.0,1.0,6.9,3.84,47.18,28.16,0.0,0.0,0.0,5971147.0,28000000.0,0,Defensive Midfielders
